#Image CLASS-ID SPECIES BREED ID
#ID: 1:37 Class ids
#SPECIES: 1:Cat 2:Dog
#BREED ID: 1-25:Cat 1:12:Dog
#All images with 1st letter as captial are cat images
#images with small first letter are dog images
keeshond_142 19 2 13
keeshond_143 19 2 13
keeshond_144 19 2 13
keeshond_145 19 2 13
leonberger_100 20 2 14
leonberger_101 20 2 14
leonberger_102 20 2 14
leonberger_103 20 2 14
leonberger_104 20 2 14
leonberger_105 20 2 14
leonberger_106 20 2 14
leonberger_107 20 2 14
leonberger_108 20 2 14
leonberger_109 20 2 14
leonberger_10 20 2 14
leonberger_110 20 2 14
leonberger_111 20 2 14
leonberger_112 20 2 14
leonberger_113 20 2 14
leonberger_114 20 2 14
leonberger_115 20 2 14
leonberger_116 20 2 14
leonberger_117 20 2 14
leonberger_118 20 2 14
leonberger_119 20 2 14
leonberger_11 20 2 14
leonberger_120 20 2 14
leonberger_121 20 2 14
leonberger_122 20 2 14
leonberger_123 20 2 14
leonberger_124 20 2 14
leonberger_125 20 2 14
leonberger_126 20 2 14
leonberger_127 20 2 14
leonberger_128 20 2 14
leonberger_129 20 2 14
leonberger_12 20 2 14
leonberger_130 20 2 14
leonberger_131 20 2 14
leonberger_132 20 2 14
leonberger_133 20 2 14
leonberger_134 20 2 14
leonberger_135 20 2 14
leonberger_136 20 2 14
leonberger_137 20 2 14
leonberger_138 20 2 14
leonberger_139 20 2 14
leonberger_13 20 2 14
leonberger_140 20 2 14
leonberger_141 20 2 14
leonberger_142 20 2 14
leonberger_143 20 2 14
leonberger_144 20 2 14
leonberger_145 20 2 14
Maine_Coon_100 21 1 7
Maine_Coon_101 21 1 7
Maine_Coon_102 21 1 7
Maine_Coon_103 21 1 7
Maine_Coon_104 21 1 7
Maine_Coon_105 21 1 7
Maine_Coon_106 21 1 7
Maine_Coon_107 21 1 7
Maine_Coon_108 21 1 7
Maine_Coon_109 21 1 7
Maine_Coon_10 21 1 7
Maine_Coon_110 21 1 7
Maine_Coon_111 21 1 7
Maine_Coon_112 21 1 7
Maine_Coon_115 21 1 7
Maine_Coon_116 21 1 7
Maine_Coon_117 21 1 7
Maine_Coon_119 21 1 7
Maine_Coon_121 21 1 7
Maine_Coon_123 21 1 7
Maine_Coon_124 21 1 7
Maine_Coon_126 21 1 7
Maine_Coon_127 21 1 7
Maine_Coon_128 21 1 7
Maine_Coon_129 21 1 7
Maine_Coon_131 21 1 7
Maine_Coon_132 21 1 7
Maine_Coon_133 21 1 7
Maine_Coon_134 21 1 7
Maine_Coon_135 21 1 7
Maine_Coon_136 21 1 7
Maine_Coon_137 21 1 7
Maine_Coon_138 21 1 7
Maine_Coon_139 21 1 7
Maine_Coon_13 21 1 7
Maine_Coon_140 21 1 7
Maine_Coon_141 21 1 7
Maine_Coon_142 21 1 7
Maine_Coon_143 21 1 7
Maine_Coon_144 21 1 7
Maine_Coon_145 21 1 7
Maine_Coon_146 21 1 7
Maine_Coon_147 21 1 7
Maine_Coon_148 21 1 7
Maine_Coon_149 21 1 7
Maine_Coon_14 21 1 7
Maine_Coon_150 21 1 7
Maine_Coon_151 21 1 7
Maine_Coon_152 21 1 7
Maine_Coon_153 21 1 7
miniature_pinscher_100 22 2 15
miniature_pinscher_101 22 2 15
miniature_pinscher_102 22 2 15
miniature_pinscher_103 22 2 15
miniature_pinscher_104 22 2 15
miniature_pinscher_105 22 2 15
miniature_pinscher_106 22 2 15
miniature_pinscher_107 22 2 15
miniature_pinscher_108 22 2 15
miniature_pinscher_109 22 2 15
miniature_pinscher_10 22 2 15
miniature_pinscher_110 22 2 15
miniature_pinscher_111 22 2 15
miniature_pinscher_112 22 2 15
miniature_pinscher_113 22 2 15
miniature_pinscher_114 22 2 15
miniature_pinscher_115 22 2 15
miniature_pinscher_116 22 2 15
miniature_pinscher_117 22 2 15
miniature_pinscher_118 22 2 15
miniature_pinscher_119 22 2 15
miniature_pinscher_11 22 2 15
miniature_pinscher_120 22 2 15
miniature_pinscher_121 22 2 15
miniature_pinscher_122 22 2 15
miniature_pinscher_123 22 2 15
miniature_pinscher_124 22 2 15
miniature_pinscher_125 22 2 15
miniature_pinscher_126 22 2 15
miniature_pinscher_127 22 2 15
miniature_pinscher_128 22 2 15
miniature_pinscher_129 22 2 15
miniature_pinscher_12 22 2 15
miniature_pinscher_130 22 2 15
miniature_pinscher_131 22 2 15
miniature_pinscher_132 22 2 15
miniature_pinscher_133 22 2 15
miniature_pinscher_134 22 2 15
miniature_pinscher_135 22 2 15
miniature_pinscher_136 22 2 15
miniature_pinscher_137 22 2 15
miniature_pinscher_138 22 2 15
miniature_pinscher_139 22 2 15
miniature_pinscher_13 22 2 15
miniature_pinscher_140 22 2 15
miniature_pinscher_141 22 2 15
miniature_pinscher_142 22 2 15
miniature_pinscher_143 22 2 15
miniature_pinscher_144 22 2 15
miniature_pinscher_145 22 2 15
newfoundland_100 23 2 16
newfoundland_101 23 2 16
newfoundland_102 23 2 16
newfoundland_103 23 2 16
newfoundland_104 23 2 16
newfoundland_105 23 2 16
newfoundland_106 23 2 16
newfoundland_107 23 2 16
newfoundland_108 23 2 16
newfoundland_109 23 2 16
newfoundland_10 23 2 16
newfoundland_110 23 2 16
newfoundland_111 23 2 16
newfoundland_112 23 2 16
newfoundland_113 23 2 16
newfoundland_114 23 2 16
newfoundland_115 23 2 16
newfoundland_116 23 2 16
newfoundland_117 23 2 16
newfoundland_118 23 2 16
newfoundland_119 23 2 16
newfoundland_11 23 2 16
newfoundland_120 23 2 16
newfoundland_121 23 2 16
newfoundland_122 23 2 16
newfoundland_123 23 2 16
newfoundland_124 23 2 16
newfoundland_125 23 2 16
newfoundland_126 23 2 16
newfoundland_127 23 2 16
newfoundland_128 23 2 16
newfoundland_129 23 2 16
newfoundland_12 23 2 16
newfoundland_130 23 2 16
newfoundland_131 23 2 16
newfoundland_132 23 2 16
newfoundland_133 23 2 16
newfoundland_134 23 2 16
newfoundland_135 23 2 16
newfoundland_136 23 2 16
newfoundland_137 23 2 16
newfoundland_138 23 2 16
newfoundland_139 23 2 16
newfoundland_13 23 2 16
newfoundland_140 23 2 16
newfoundland_141 23 2 16
newfoundland_142 23 2 16
newfoundland_143 23 2 16
newfoundland_144 23 2 16
newfoundland_145 23 2 16
Persian_100 24 1 8
Persian_101 24 1 8
Persian_102 24 1 8
Persian_103 24 1 8
Persian_104 24 1 8
Persian_105 24 1 8
Persian_106 24 1 8
Persian_107 24 1 8
Persian_108 24 1 8
Persian_10 24 1 8
Persian_111 24 1 8
Persian_112 24 1 8
Persian_114 24 1 8
Persian_115 24 1 8
Persian_116 24 1 8
Persian_117 24 1 8
Persian_118 24 1 8
Persian_11 24 1 8
Persian_120 24 1 8
Persian_121 24 1 8
Persian_122 24 1 8
Persian_123 24 1 8
Persian_125 24 1 8
Persian_126 24 1 8
Persian_128 24 1 8
Persian_129 24 1 8
Persian_12 24 1 8
Persian_131 24 1 8
Persian_132 24 1 8
Persian_133 24 1 8
Persian_134 24 1 8
Persian_135 24 1 8
Persian_136 24 1 8
Persian_137 24 1 8
Persian_138 24 1 8
Persian_139 24 1 8
Persian_13 24 1 8
Persian_140 24 1 8
Persian_141 24 1 8
Persian_143 24 1 8
Persian_144 24 1 8
Persian_145 24 1 8
Persian_147 24 1 8
Persian_149 24 1 8
Persian_14 24 1 8
Persian_150 24 1 8
Persian_152 24 1 8
Persian_153 24 1 8
Persian_155 24 1 8
Persian_156 24 1 8
pomeranian_100 25 2 17
pomeranian_101 25 2 17
pomeranian_102 25 2 17
pomeranian_103 25 2 17
pomeranian_104 25 2 17
pomeranian_105 25 2 17
pomeranian_106 25 2 17
pomeranian_107 25 2 17
pomeranian_108 25 2 17
pomeranian_109 25 2 17
pomeranian_10 25 2 17
pomeranian_110 25 2 17
pomeranian_111 25 2 17
pomeranian_112 25 2 17
pomeranian_113 25 2 17
pomeranian_114 25 2 17
pomeranian_115 25 2 17
pomeranian_116 25 2 17
pomeranian_117 25 2 17
pomeranian_118 25 2 17
pomeranian_119 25 2 17
pomeranian_11 25 2 17
pomeranian_120 25 2 17
pomeranian_121 25 2 17
pomeranian_122 25 2 17
pomeranian_123 25 2 17
pomeranian_124 25 2 17
pomeranian_125 25 2 17
pomeranian_126 25 2 17
pomeranian_127 25 2 17
pomeranian_128 25 2 17
pomeranian_129 25 2 17
pomeranian_12 25 2 17
pomeranian_130 25 2 17
pomeranian_131 25 2 17
pomeranian_132 25 2 17
pomeranian_133 25 2 17
pomeranian_134 25 2 17
pomeranian_135 25 2 17
pomeranian_136 25 2 17
pomeranian_137 25 2 17
pomeranian_138 25 2 17
pomeranian_139 25 2 17
pomeranian_13 25 2 17
pomeranian_140 25 2 17
pomeranian_141 25 2 17
pomeranian_142 25 2 17
pomeranian_143 25 2 17
pomeranian_144 25 2 17
pomeranian_145 25 2 17
pug_100 26 2 18
pug_101 26 2 18
pug_102 26 2 18
pug_103 26 2 18
pug_104 26 2 18
pug_105 26 2 18
pug_106 26 2 18
pug_107 26 2 18
pug_108 26 2 18
pug_109 26 2 18
pug_10 26 2 18
pug_110 26 2 18
pug_111 26 2 18
pug_112 26 2 18
pug_114 26 2 18
pug_115 26 2 18
pug_116 26 2 18
pug_117 26 2 18
pug_118 26 2 18
pug_119 26 2 18
pug_11 26 2 18
pug_120 26 2 18
pug_121 26 2 18
pug_122 26 2 18
pug_123 26 2 18
pug_124 26 2 18
pug_125 26 2 18
pug_126 26 2 18
pug_127 26 2 18
pug_128 26 2 18
pug_129 26 2 18
pug_12 26 2 18
pug_130 26 2 18
pug_131 26 2 18
pug_132 26 2 18
pug_133 26 2 18
pug_134 26 2 18
pug_135 26 2 18
pug_136 26 2 18
pug_137 26 2 18
pug_138 26 2 18
pug_139 26 2 18
pug_13 26 2 18
pug_140 26 2 18
pug_141 26 2 18
pug_142 26 2 18
pug_143 26 2 18
pug_144 26 2 18
pug_145 26 2 18
pug_146 26 2 18
Ragdoll_100 27 1 9
Ragdoll_101 27 1 9
Ragdoll_103 27 1 9
Ragdoll_104 27 1 9
Ragdoll_105 27 1 9
Ragdoll_106 27 1 9
Ragdoll_107 27 1 9
Ragdoll_10 27 1 9
Ragdoll_110 27 1 9
Ragdoll_111 27 1 9
Ragdoll_112 27 1 9
Ragdoll_113 27 1 9
Ragdoll_114 27 1 9
Ragdoll_115 27 1 9
Ragdoll_116 27 1 9
Ragdoll_117 27 1 9
Ragdoll_118 27 1 9
Ragdoll_119 27 1 9
Ragdoll_121 27 1 9
Ragdoll_122 27 1 9
Ragdoll_124 27 1 9
Ragdoll_125 27 1 9
Ragdoll_126 27 1 9
Ragdoll_127 27 1 9
Ragdoll_128 27 1 9
Ragdoll_129 27 1 9
Ragdoll_12 27 1 9
Ragdoll_130 27 1 9
Ragdoll_131 27 1 9
Ragdoll_132 27 1 9
Ragdoll_133 27 1 9
Ragdoll_134 27 1 9
Ragdoll_135 27 1 9
Ragdoll_136 27 1 9
Ragdoll_137 27 1 9
Ragdoll_138 27 1 9
Ragdoll_139 27 1 9
Ragdoll_13 27 1 9
Ragdoll_140 27 1 9
Ragdoll_141 27 1 9
Ragdoll_142 27 1 9
Ragdoll_143 27 1 9
Ragdoll_145 27 1 9
Ragdoll_146 27 1 9
Ragdoll_147 27 1 9
Ragdoll_148 27 1 9
Ragdoll_149 27 1 9
Ragdoll_150 27 1 9
Ragdoll_151 27 1 9
Ragdoll_152 27 1 9
Russian_Blue_100 28 1 10
Russian_Blue_101 28 1 10
Russian_Blue_102 28 1 10
Russian_Blue_103 28 1 10
Russian_Blue_104 28 1 10
Russian_Blue_106 28 1 10
Russian_Blue_107 28 1 10
Russian_Blue_108 28 1 10
Russian_Blue_109 28 1 10
Russian_Blue_10 28 1 10
Russian_Blue_110 28 1 10
Russian_Blue_111 28 1 10
Russian_Blue_112 28 1 10
Russian_Blue_113 28 1 10
Russian_Blue_114 28 1 10
Russian_Blue_115 28 1 10
Russian_Blue_116 28 1 10
Russian_Blue_117 28 1 10
Russian_Blue_118 28 1 10
Russian_Blue_119 28 1 10
Russian_Blue_120 28 1 10
Russian_Blue_122 28 1 10
Russian_Blue_123 28 1 10
Russian_Blue_124 28 1 10
Russian_Blue_125 28 1 10
Russian_Blue_127 28 1 10
Russian_Blue_128 28 1 10
Russian_Blue_129 28 1 10
Russian_Blue_12 28 1 10
Russian_Blue_130 28 1 10
Russian_Blue_131 28 1 10
Russian_Blue_132 28 1 10
Russian_Blue_133 28 1 10
Russian_Blue_135 28 1 10
Russian_Blue_136 28 1 10
Russian_Blue_137 28 1 10
Russian_Blue_139 28 1 10
Russian_Blue_13 28 1 10
Russian_Blue_140 28 1 10
Russian_Blue_142 28 1 10
Russian_Blue_143 28 1 10
Russian_Blue_144 28 1 10
Russian_Blue_145 28 1 10
Russian_Blue_146 28 1 10
Russian_Blue_147 28 1 10
Russian_Blue_148 28 1 10
Russian_Blue_149 28 1 10
Russian_Blue_14 28 1 10
Russian_Blue_150 28 1 10
Russian_Blue_151 28 1 10
saint_bernard_100 29 2 19
saint_bernard_101 29 2 19
saint_bernard_102 29 2 19
saint_bernard_103 29 2 19
saint_bernard_104 29 2 19
saint_bernard_105 29 2 19
saint_bernard_106 29 2 19
saint_bernard_107 29 2 19
saint_bernard_108 29 2 19
saint_bernard_109 29 2 19
saint_bernard_10 29 2 19
saint_bernard_110 29 2 19
saint_bernard_111 29 2 19
saint_bernard_112 29 2 19
saint_bernard_113 29 2 19
saint_bernard_114 29 2 19
saint_bernard_115 29 2 19
saint_bernard_116 29 2 19
saint_bernard_117 29 2 19
saint_bernard_118 29 2 19
saint_bernard_119 29 2 19
saint_bernard_11 29 2 19
saint_bernard_120 29 2 19
saint_bernard_121 29 2 19
saint_bernard_122 29 2 19
saint_bernard_123 29 2 19
saint_bernard_124 29 2 19
saint_bernard_125 29 2 19
saint_bernard_126 29 2 19
saint_bernard_127 29 2 19
saint_bernard_128 29 2 19
saint_bernard_129 29 2 19
saint_bernard_12 29 2 19
saint_bernard_130 29 2 19
saint_bernard_131 29 2 19
saint_bernard_132 29 2 19
saint_bernard_133 29 2 19
saint_bernard_134 29 2 19
saint_bernard_135 29 2 19
saint_bernard_136 29 2 19
saint_bernard_137 29 2 19
saint_bernard_138 29 2 19
saint_bernard_139 29 2 19
saint_bernard_13 29 2 19
saint_bernard_140 29 2 19
saint_bernard_141 29 2 19
saint_bernard_142 29 2 19
saint_bernard_143 29 2 19
saint_bernard_144 29 2 19
saint_bernard_145 29 2 19
samoyed_100 30 2 20
samoyed_101 30 2 20
samoyed_102 30 2 20
samoyed_103 30 2 20
samoyed_104 30 2 20
samoyed_105 30 2 20
samoyed_106 30 2 20
samoyed_107 30 2 20
samoyed_108 30 2 20
samoyed_109 30 2 20
samoyed_10 30 2 20
samoyed_110 30 2 20
samoyed_111 30 2 20
samoyed_112 30 2 20
samoyed_113 30 2 20
samoyed_114 30 2 20
samoyed_115 30 2 20
samoyed_116 30 2 20
samoyed_117 30 2 20
samoyed_118 30 2 20
samoyed_119 30 2 20
samoyed_11 30 2 20
samoyed_120 30 2 20
samoyed_121 30 2 20
samoyed_122 30 2 20
samoyed_123 30 2 20
samoyed_124 30 2 20
samoyed_125 30 2 20
samoyed_126 30 2 20
samoyed_127 30 2 20
samoyed_128 30 2 20
samoyed_129 30 2 20
samoyed_12 30 2 20
samoyed_130 30 2 20
samoyed_131 30 2 20
samoyed_132 30 2 20
samoyed_133 30 2 20
samoyed_134 30 2 20
samoyed_135 30 2 20
samoyed_136 30 2 20
samoyed_137 30 2 20
samoyed_138 30 2 20
samoyed_139 30 2 20
samoyed_13 30 2 20
samoyed_140 30 2 20
samoyed_141 30 2 20
samoyed_142 30 2 20
samoyed_143 30 2 20
samoyed_144 30 2 20
samoyed_145 30 2 20
scottish_terrier_100 31 2 21
scottish_terrier_101 31 2 21
scottish_terrier_102 31 2 21
scottish_terrier_103 31 2 21
scottish_terrier_104 31 2 21
scottish_terrier_105 31 2 21
scottish_terrier_106 31 2 21
scottish_terrier_107 31 2 21
scottish_terrier_108 31 2 21
scottish_terrier_109 31 2 21
scottish_terrier_10 31 2 21
scottish_terrier_110 31 2 21
scottish_terrier_111 31 2 21
scottish_terrier_112 31 2 21
scottish_terrier_113 31 2 21
scottish_terrier_114 31 2 21
scottish_terrier_115 31 2 21
scottish_terrier_116 31 2 21
scottish_terrier_117 31 2 21
scottish_terrier_118 31 2 21
scottish_terrier_119 31 2 21
scottish_terrier_11 31 2 21
scottish_terrier_120 31 2 21
scottish_terrier_121 31 2 21
scottish_terrier_122 31 2 21
scottish_terrier_123 31 2 21
scottish_terrier_124 31 2 21
scottish_terrier_125 31 2 21
scottish_terrier_126 31 2 21
scottish_terrier_127 31 2 21
scottish_terrier_128 31 2 21
scottish_terrier_129 31 2 21
scottish_terrier_12 31 2 21
scottish_terrier_130 31 2 21
scottish_terrier_131 31 2 21
scottish_terrier_132 31 2 21
scottish_terrier_133 31 2 21
scottish_terrier_134 31 2 21
scottish_terrier_135 31 2 21
scottish_terrier_136 31 2 21
scottish_terrier_137 31 2 21
scottish_terrier_138 31 2 21
scottish_terrier_139 31 2 21
scottish_terrier_13 31 2 21
scottish_terrier_140 31 2 21
scottish_terrier_141 31 2 21
scottish_terrier_142 31 2 21
scottish_terrier_143 31 2 21
scottish_terrier_144 31 2 21
scottish_terrier_145 31 2 21
shiba_inu_100 32 2 22
shiba_inu_101 32 2 22
shiba_inu_102 32 2 22
shiba_inu_103 32 2 22
shiba_inu_104 32 2 22
shiba_inu_105 32 2 22
shiba_inu_106 32 2 22
shiba_inu_107 32 2 22
shiba_inu_108 32 2 22
shiba_inu_109 32 2 22
shiba_inu_10 32 2 22
shiba_inu_110 32 2 22
shiba_inu_111 32 2 22
shiba_inu_112 32 2 22
shiba_inu_113 32 2 22
shiba_inu_114 32 2 22
shiba_inu_115 32 2 22
shiba_inu_116 32 2 22
shiba_inu_117 32 2 22
shiba_inu_118 32 2 22
shiba_inu_119 32 2 22
shiba_inu_11 32 2 22
shiba_inu_120 32 2 22
shiba_inu_121 32 2 22
shiba_inu_122 32 2 22
shiba_inu_123 32 2 22
shiba_inu_124 32 2 22
shiba_inu_125 32 2 22
shiba_inu_126 32 2 22
shiba_inu_127 32 2 22
shiba_inu_128 32 2 22
shiba_inu_129 32 2 22
shiba_inu_12 32 2 22
shiba_inu_130 32 2 22
shiba_inu_131 32 2 22
shiba_inu_132 32 2 22
shiba_inu_133 32 2 22
shiba_inu_134 32 2 22
shiba_inu_135 32 2 22
shiba_inu_136 32 2 22
shiba_inu_137 32 2 22
shiba_inu_139 32 2 22
shiba_inu_13 32 2 22
shiba_inu_140 32 2 22
shiba_inu_141 32 2 22
shiba_inu_142 32 2 22
shiba_inu_143 32 2 22
shiba_inu_144 32 2 22
shiba_inu_145 32 2 22
shiba_inu_146 32 2 22
Siamese_100 33 1 11
Siamese_101 33 1 11
Siamese_102 33 1 11
Siamese_103 33 1 11
Siamese_104 33 1 11
Siamese_106 33 1 11
Siamese_108 33 1 11
Siamese_109 33 1 11
Siamese_110 33 1 11
Siamese_111 33 1 11
Siamese_112 33 1 11
Siamese_113 33 1 11
Siamese_114 33 1 11
Siamese_115 33 1 11
Siamese_116 33 1 11
Siamese_117 33 1 11
Siamese_119 33 1 11
Siamese_120 33 1 11
Siamese_122 33 1 11
Siamese_125 33 1 11
Siamese_126 33 1 11
Siamese_127 33 1 11
Siamese_128 33 1 11
Siamese_129 33 1 11
Siamese_130 33 1 11
Siamese_131 33 1 11
Siamese_133 33 1 11
Siamese_135 33 1 11
Siamese_136 33 1 11
Siamese_137 33 1 11
Siamese_138 33 1 11
Siamese_139 33 1 11
Siamese_140 33 1 11
Siamese_141 33 1 11
Siamese_142 33 1 11
Siamese_143 33 1 11
Siamese_144 33 1 11
Siamese_145 33 1 11
Siamese_146 33 1 11
Siamese_147 33 1 11
Siamese_148 33 1 11
Siamese_149 33 1 11
Siamese_14 33 1 11
Siamese_150 33 1 11
Siamese_151 33 1 11
Siamese_152 33 1 11
Siamese_153 33 1 11
Siamese_154 33 1 11
Siamese_155 33 1 11
Siamese_156 33 1 11
Sphynx_102 34 1 12
Sphynx_103 34 1 12
Sphynx_104 34 1 12
Sphynx_105 34 1 12
Sphynx_107 34 1 12
Sphynx_108 34 1 12
Sphynx_110 34 1 12
Sphynx_111 34 1 12
Sphynx_112 34 1 12
Sphynx_114 34 1 12
Sphynx_115 34 1 12
Sphynx_116 34 1 12
Sphynx_117 34 1 12
Sphynx_119 34 1 12
Sphynx_11 34 1 12
Sphynx_121 34 1 12
Sphynx_122 34 1 12
Sphynx_124 34 1 12
Sphynx_125 34 1 12
Sphynx_126 34 1 12
Sphynx_127 34 1 12
Sphynx_128 34 1 12
Sphynx_129 34 1 12
Sphynx_12 34 1 12
Sphynx_130 34 1 12
Sphynx_131 34 1 12
Sphynx_132 34 1 12
Sphynx_133 34 1 12
Sphynx_134 34 1 12
Sphynx_136 34 1 12
Sphynx_137 34 1 12
Sphynx_138 34 1 12
Sphynx_139 34 1 12
Sphynx_141 34 1 12
Sphynx_142 34 1 12
Sphynx_143 34 1 12
Sphynx_144 34 1 12
Sphynx_145 34 1 12
Sphynx_146 34 1 12
Sphynx_148 34 1 12
Sphynx_14 34 1 12
Sphynx_150 34 1 12
Sphynx_151 34 1 12
Sphynx_152 34 1 12
Sphynx_153 34 1 12
Sphynx_155 34 1 12
Sphynx_156 34 1 12
Sphynx_157 34 1 12
Sphynx_158 34 1 12
Sphynx_159 34 1 12
staffordshire_bull_terrier_100 35 2 23
staffordshire_bull_terrier_101 35 2 23
staffordshire_bull_terrier_102 35 2 23
staffordshire_bull_terrier_103 35 2 23
staffordshire_bull_terrier_104 35 2 23
staffordshire_bull_terrier_105 35 2 23
staffordshire_bull_terrier_106 35 2 23
staffordshire_bull_terrier_107 35 2 23
staffordshire_bull_terrier_108 35 2 23
staffordshire_bull_terrier_109 35 2 23
staffordshire_bull_terrier_10 35 2 23
staffordshire_bull_terrier_110 35 2 23
staffordshire_bull_terrier_111 35 2 23
staffordshire_bull_terrier_112 35 2 23
staffordshire_bull_terrier_113 35 2 23
staffordshire_bull_terrier_114 35 2 23
staffordshire_bull_terrier_115 35 2 23
staffordshire_bull_terrier_116 35 2 23
staffordshire_bull_terrier_117 35 2 23
staffordshire_bull_terrier_118 35 2 23
staffordshire_bull_terrier_119 35 2 23
staffordshire_bull_terrier_11 35 2 23
staffordshire_bull_terrier_120 35 2 23
staffordshire_bull_terrier_121 35 2 23
staffordshire_bull_terrier_122 35 2 23
staffordshire_bull_terrier_123 35 2 23
staffordshire_bull_terrier_124 35 2 23
staffordshire_bull_terrier_125 35 2 23
staffordshire_bull_terrier_126 35 2 23
staffordshire_bull_terrier_127 35 2 23
staffordshire_bull_terrier_128 35 2 23
staffordshire_bull_terrier_129 35 2 23
staffordshire_bull_terrier_12 35 2 23
staffordshire_bull_terrier_130 35 2 23
staffordshire_bull_terrier_131 35 2 23
staffordshire_bull_terrier_132 35 2 23
staffordshire_bull_terrier_133 35 2 23
staffordshire_bull_terrier_134 35 2 23
staffordshire_bull_terrier_135 35 2 23
staffordshire_bull_terrier_136 35 2 23
staffordshire_bull_terrier_137 35 2 23
staffordshire_bull_terrier_138 35 2 23
staffordshire_bull_terrier_139 35 2 23
staffordshire_bull_terrier_13 35 2 23
staffordshire_bull_terrier_140 35 2 23
staffordshire_bull_terrier_141 35 2 23
staffordshire_bull_terrier_143 35 2 23
staffordshire_bull_terrier_144 35 2 23
staffordshire_bull_terrier_145 35 2 23
staffordshire_bull_terrier_147 35 2 23
wheaten_terrier_100 36 2 24
wheaten_terrier_101 36 2 24
wheaten_terrier_102 36 2 24
wheaten_terrier_103 36 2 24
wheaten_terrier_104 36 2 24
wheaten_terrier_105 36 2 24
wheaten_terrier_106 36 2 24
wheaten_terrier_107 36 2 24
wheaten_terrier_108 36 2 24
wheaten_terrier_109 36 2 24
wheaten_terrier_10 36 2 24
wheaten_terrier_110 36 2 24
wheaten_terrier_111 36 2 24
wheaten_terrier_112 36 2 24
wheaten_terrier_113 36 2 24
wheaten_terrier_114 36 2 24
wheaten_terrier_115 36 2 24
wheaten_terrier_116 36 2 24
wheaten_terrier_117 36 2 24
wheaten_terrier_118 36 2 24
wheaten_terrier_119 36 2 24
wheaten_terrier_11 36 2 24
wheaten_terrier_120 36 2 24
wheaten_terrier_121 36 2 24
wheaten_terrier_122 36 2 24
wheaten_terrier_123 36 2 24
wheaten_terrier_124 36 2 24
wheaten_terrier_125 36 2 24
wheaten_terrier_126 36 2 24
wheaten_terrier_127 36 2 24
wheaten_terrier_128 36 2 24
wheaten_terrier_129 36 2 24
wheaten_terrier_12 36 2 24
wheaten_terrier_130 36 2 24
wheaten_terrier_131 36 2 24
wheaten_terrier_132 36 2 24
wheaten_terrier_133 36 2 24
wheaten_terrier_134 36 2 24
wheaten_terrier_135 36 2 24
wheaten_terrier_136 36 2 24
wheaten_terrier_137 36 2 24
wheaten_terrier_138 36 2 24
wheaten_terrier_139 36 2 24
wheaten_terrier_13 36 2 24
wheaten_terrier_140 36 2 24
wheaten_terrier_141 36 2 24
wheaten_terrier_142 36 2 24
wheaten_terrier_143 36 2 24
wheaten_terrier_144 36 2 24
wheaten_terrier_145 36 2 24
yorkshire_terrier_100 37 2 25
yorkshire_terrier_101 37 2 25
yorkshire_terrier_102 37 2 25
yorkshire_terrier_103 37 2 25
yorkshire_terrier_104 37 2 25
yorkshire_terrier_105 37 2 25
yorkshire_terrier_106 37 2 25
yorkshire_terrier_107 37 2 25
yorkshire_terrier_108 37 2 25
yorkshire_terrier_109 37 2 25
yorkshire_terrier_10 37 2 25
yorkshire_terrier_110 37 2 25
yorkshire_terrier_111 37 2 25
yorkshire_terrier_112 37 2 25
yorkshire_terrier_113 37 2 25
yorkshire_terrier_114 37 2 25
yorkshire_terrier_115 37 2 25
yorkshire_terrier_116 37 2 25
yorkshire_terrier_117 37 2 25
yorkshire_terrier_118 37 2 25
yorkshire_terrier_119 37 2 25
yorkshire_terrier_11 37 2 25
yorkshire_terrier_120 37 2 25
yorkshire_terrier_121 37 2 25
yorkshire_terrier_122 37 2 25
yorkshire_terrier_123 37 2 25
yorkshire_terrier_124 37 2 25
yorkshire_terrier_125 37 2 25
yorkshire_terrier_126 37 2 25
yorkshire_terrier_127 37 2 25
yorkshire_terrier_128 37 2 25
yorkshire_terrier_129 37 2 25
yorkshire_terrier_12 37 2 25
yorkshire_terrier_130 37 2 25
yorkshire_terrier_131 37 2 25
yorkshire_terrier_132 37 2 25
yorkshire_terrier_133 37 2 25
yorkshire_terrier_134 37 2 25
yorkshire_terrier_135 37 2 25
yorkshire_terrier_136 37 2 25
yorkshire_terrier_137 37 2 25
yorkshire_terrier_138 37 2 25
yorkshire_terrier_139 37 2 25
yorkshire_terrier_13 37 2 25
yorkshire_terrier_140 37 2 25
yorkshire_terrier_141 37 2 25
yorkshire_terrier_142 37 2 25
yorkshire_terrier_143 37 2 25
yorkshire_terrier_144 37 2 25
yorkshire_terrier_145 37 2 25
Abyssinian_146 1 1 1
Abyssinian_148 1 1 1
Abyssinian_149 1 1 1
Abyssinian_14 1 1 1
Abyssinian_150 1 1 1
Abyssinian_151 1 1 1
Abyssinian_152 1 1 1
Abyssinian_153 1 1 1
Abyssinian_154 1 1 1
Abyssinian_155 1 1 1
Abyssinian_156 1 1 1
Abyssinian_157 1 1 1
Abyssinian_158 1 1 1
Abyssinian_159 1 1 1
Abyssinian_15 1 1 1
Abyssinian_160 1 1 1
Abyssinian_161 1 1 1
Abyssinian_164 1 1 1
Abyssinian_165 1 1 1
Abyssinian_166 1 1 1
Abyssinian_167 1 1 1
Abyssinian_168 1 1 1
